area,units_per_area,txmonth,number_in_area,tariff
PAROWVALLEI     PAROW,1121.7,Nov-24,2,Domestic
94 SYCAMOR CRES,180.6,Nov-24,1,Lifeline1
PAROW NOORD,1739.3,Nov-24,3,Home
PAROW CENTRAL,494.2,Nov-24,2,Domestic
PAARL STREET     GOODWOOD,1075.2,Nov-24,3,Domestic
ZINNIA 5 PROTEA PARK,114,Nov-24,1,Lifeline2
ZINNIA 9 PROTEA PARK,237.4,Nov-24,1,Lifeline1
BLOCK WZ07,231,Nov-24,3,Lifeline1
BLOMTUIN,590.4,Nov-24,4,Lifeline1
ORION RD,262.8,Nov-24,1,Home
BLOUBERG HILLS,483.6,Nov-24,1,Home
OOSTERSEE     PAROW,486.4,Nov-24,2,Domestic
8 JOHNDOWN RD,278.2,Nov-24,1,Lifeline2
ONVERWACHT - THE STRAND,3341.9,Nov-24,1,Small Power 1
STELLENBERG,1155.1,Nov-24,3,Lifeline2
OFFICE 2,204.9,Nov-24,1,Domestic
OFF 9TH AVE,320.4,Nov-24,1,Lifeline2
OCEAN VEIW,98.6,Nov-24,1,Lifeline1
ZOETENDAL 8 EXT13 S/SEA,258.6,Nov-24,1,Lifeline1
BOTTLEBRUSH 33 PROTEAPARK,320.4,Nov-24,1,Lifeline2
BOTTOM RD,549.5,Nov-24,1,Lifeline1
Nyanga,206.6,Nov-24,1,Lifeline2
NTSHATSHONGA STR,262.8,Nov-24,1,Lifeline1
NTSELAMANZI ST,140,Nov-24,1,Lifeline2
NORMANDIE,1008.8,Nov-24,2,Home
NOQWATHA ST,329,Nov-24,1,Lifeline2
76 MERRIGOLD CRES,79.7,Nov-24,1,Lifeline1
7460     MFULENI,181.3,Nov-24,1,Lifeline2
STRANDFONTIEN,499.2,Nov-24,1,Domestic
NEWFIELDS ESTATE,202.7,Nov-24,1,Home
NEW CROSS,87.2,Nov-24,1,Lifeline1
BUFFELSNEK 6 SHERWOOD,199.4,Nov-24,1,Lifeline1
NAVIC PARK,894.4,Nov-24,2,Home
SUITE 301,186.9,Nov-24,1,Domestic
71 THORN,236.1,Nov-24,1,Lifeline2
BUILDING L16,319.5,Nov-24,3,Lifeline1
MYNA 14 ROBINVALE,214.9,Nov-24,1,Lifeline2
BULLER LOUW DRIVE,297.1,Nov-24,1,Domestic
6 DE WAAL DRIVE,306.1,Nov-24,1,Home
BUZZARD RD,398.5,Nov-24,1,Lifeline2
ERF 9551     MFULENI,144.8,Nov-24,1,Lifeline1
CAMELIA ST,74.9,Nov-24,2,Domestic
CAMELOT,664.4,Nov-24,1,Domestic
SURDOWN WALK,111.2,Nov-24,1,Lifeline1
MORINGSTAR,193.8,Nov-24,1,Lifeline2
62 LEEUBEKKIE ST,202.5,Nov-24,1,Lifeline2
61 MERRIGOLD CRES,76.2,Nov-24,1,Lifeline2
5TH AVENUE     PAROW,234.3,Nov-24,2,Lifeline1
MORGANS VILLAGE ,166.6,Nov-24,1,Lifeline1
CAPE TOWN CITY CENTRE,387.6,Nov-24,2,Lifeline2
MORGAN INDUSTRIA,4435.1,Nov-24,2,Home
5TH AVE,313.2,Nov-24,1,Lifeline1
5TH AVE,555.6,Nov-24,2,Domestic
MORAVIA 27,268.8,Nov-24,1,Domestic
MONTVIDEO,903,Nov-24,2,Home
MONTEVISTA,539.2,Nov-24,1,Home
MONTAGUE GARDENS INDUSTRIAL,1763.4,Nov-24,3,Domestic
MONTAGUE 5 SAXONSEA,345.6,Nov-24,1,Domestic
MITCHELLS PLAIN NORTH,379,Nov-24,1,Domestic
CENTAUR 5 AVONDALE,291.8,Nov-24,1,Home
58 FREDERICK CLOSE,527.4,Nov-24,1,Domestic
58 12TH AVE,140.6,Nov-24,1,Lifeline1
MIRANDA NGCULU,341.6,Nov-24,1,Lifeline2
CHARSVILLE,390.5,Nov-24,1,Home
CHERRYSLOT,357,Nov-24,1,Home
MILLDENSTRAAT     RAVENSMEAD,240.3,Nov-24,1,Lifeline2
MILLDENE STREET 120     RAVENSMEAD,160.5,Nov-24,2,Lifeline1
MFULENI     ERF 9378,264.8,Nov-24,1,Lifeline1
MFULENI     ERF 9244,102.8,Nov-24,1,Lifeline1
THE CREST,538.7,Nov-24,3,Lifeline1
53 KOBODI ST,206.5,Nov-24,1,Lifeline2
CHRISMAR ,745.4,Nov-24,1,Home
52 LBOMNVINI CLOSE,218.4,Nov-24,1,Lifeline1
527,271,Nov-24,1,Lifeline1
  MELKBOSCH STRAND  ,2429,Nov-24,4,Home
THE VINES     HERITAGE PARK,713.7,Nov-24,3,Home
COCA COLA HOSTEL,425.7,Nov-24,2,Lifeline2
COLORADO PARK  ,524.8,Nov-24,1,Domestic
THYS-WITBOOI RD,438.7,Nov-24,1,Lifeline2
CORONATION MEWS,50.2,Nov-24,1,Home
COSMOS 15 PROTEA PARK,94.4,Nov-24,1,Lifeline1
COSMOS CLS 6 PROTEA PARK,270.1,Nov-24,1,Lifeline2
COTSWOLD 20 BEACONHILL,362.6,Nov-24,1,Lifeline2
LYNWOOD ROAD     DURBANVILLE,1208.6,Nov-24,4,Home
49 BELGRAVIA RD,258.5,Nov-24,1,Lifeline1
LOUWSKLOOFSTRAAT 17,99.6,Nov-24,1,Lifeline2
C/R BROADWAY AND GEORGESTR,182.7,Nov-24,1,Lifeline1
LOTUS RIVER ,248,Nov-24,1,Home
 LOTUS RIVER ,294.5,Nov-24,1,Home
TRADEWINDS CIRCLE,2060.1,Nov-24,1,Home
TREVOR CNR LAWSON RDS,262.8,Nov-24,1,Home
TSATSHU RD,109.8,Nov-24,1,Lifeline2
LOBELIA 20 PROTEA PARK,267.1,Nov-24,1,Lifeline1
TYATYORHA ST - PHASE 5,229.9,Nov-24,1,Lifeline2
LILLIAN NGOYI ST,206.9,Nov-24,1,Lifeline2
LEROTHOLI HOSTEL,144.8,Nov-24,1,Lifeline1
LEOPARDS ROCK     PLATTEKLOOF GLEN,987.2,Nov-24,1,Home
LEONSDALE,2000.5,Nov-24,1,Domestic
ERF 9502     MFULENI,135.1,Nov-24,1,Lifeline2
LEANDER 19 AVONDALE,192,Nov-24,1,Domestic
DANARAND,352.7,Nov-24,3,Lifeline1
DANARAND,251.1,Nov-24,1,Lifeline2
DARLING 23 BEACONHILL,338,Nov-24,1,Domestic
DARLING 3 BEACONHILL,675.1,Nov-24,1,Domestic
ERF 9498     MFULENI,257.1,Nov-24,1,Lifeline2
41 TAHOE WAY,42.9,Nov-24,1,Lifeline2
LANGEBERG HOOGTE,119.1,Nov-24,1,Small Power 2
LANGA HOSTELS,115.4,Nov-24,1,Lifeline1
41 SILESIA WAY,114,Nov-24,1,Lifeline2
LANDSDOWNE,339.7,Nov-24,2,Lifeline1
LAKE VIEW RD,391.3,Nov-24,1,Domestic
LAKEVIEW,360.8,Nov-24,2,Lifeline1
LABIANCE ESTATE     BELLVILLE,2049.8,Nov-24,4,Home
KUILSRIVIER INDUSTRIA,772,Nov-24,2,Home
KREEFHOF,193.8,Nov-24,1,Lifeline2
KRAAL RD,917.8,Nov-24,1,Home
KRAAIFONTEIN INDUSTIA,1509.8,Nov-24,3,Small Power 2
3 AMARYLUS CLOSE,69.3,Nov-24,1,Domestic
DE OUDE SPRUIT,419.6,Nov-24,2,Lifeline1
KORT STR 13,128,Nov-24,1,Lifeline1
DE POSTHUYS,44.4,Nov-24,1,Home
KOLOBE RD,278.3,Nov-24,1,Lifeline2
37 LEUBEKKIE CRES,210.9,Nov-24,1,Lifeline2
VICTORIA,597.1,Nov-24,2,Home
DE VILLIER'S,1339.8,Nov-24,3,Home
KIRSTENHOF,1066,Nov-24,3,Lifeline1
ERF 9443     MFULENI,143.6,Nov-24,1,Lifeline2
36 TAHOE WAY,163.7,Nov-24,1,Lifeline1
VIKING VILLAGE,661.8,Nov-24,2,Lifeline2
36 DIMBAZA RD,101.4,Nov-24,1,Lifeline2
VILLAGE 3,505.8,Nov-24,2,Lifeline2
KENILWORTH ,1183.6,Nov-24,2,Home
VINEYARD MEWS,681.8,Nov-24,2,Home
VOORBRUG,580.8,Nov-24,3,Lifeline1
KALKBAAI,6623.3,Nov-24,2,Small Power 1
JONKERSHOEK RD,76.2,Nov-24,1,Lifeline2
32 DIMBAZA RD,155.4,Nov-24,1,Lifeline1
32 ASTER CRES,119.6,Nov-24,1,Lifeline1
JOHNDOWN WALK,170.1,Nov-24,1,Lifeline1
VREDEKLOOF ,862.2,Nov-24,2,Home
D.URBANVALE,422.4,Nov-24,1,Domestic
DURBANVILLE,836.6,Nov-24,2,Error
30 MAKHOSI CRES,64,Nov-24,1,Lifeline1
INTLABATHI ROAD     PAROW,430.2,Nov-24,1,Lifeline2
2 SUSSEX RD,438.6,Nov-24,1,Home
HYDRANGEA 6 PROTEA PARK,72,Nov-24,1,Lifeline1
E280 EUROPE,261.5,Nov-24,1,Lifeline2
HOOSAIN PARKER RD,192.1,Nov-24,2,Lifeline1
109 KOMMETJIE ROAD,1252.3,Nov-24,5,Home
EDGEMEAD  ,1190,Nov-24,2,Home
HOOP 22 SAXONSEA,440.1,Nov-24,1,Domestic
WASHINGTON STREET,169.6,Nov-24,1,Lifeline1
EDINBURGH 30 SAXONSEA,182.6,Nov-24,1,Lifeline1
EDINBURGH 3 SAXONSEA,428.3,Nov-24,1,Domestic
HIGH CAPE,1024,Nov-24,3,Domestic
EDINBURGH 45 SAXONSEA,203.6,Nov-24,1,Lifeline1
27 LEEUBEKKIE CRES,186.9,Nov-24,1,Domestic
WELEVREDEN VALLEY,90.9,Nov-24,1,Lifeline2
HEIDEVELDWEG,275.6,Nov-24,1,Lifeline1
HEBRON STREET     DURBANVILLE,2460.4,Nov-24,7,Home
HAZELWOOD PARK,999.2,Nov-24,2,Home
22 ZAMA CLOSE,51.9,Nov-24,1,Lifeline2
WELTEVREDE VALLEY,537.6,Nov-24,1,Domestic
ERF 112,278.4,Nov-24,1,Lifeline2
ERF 161593,724.3,Nov-24,1,Home
222 VOORTREKKER ROAD,197.3,Nov-24,1,Small Power 2
222 VOORTREKKER RD,525.7,Nov-24,1,Small Power 2
GRUNDLE 12 AVONDALE,138.4,Nov-24,1,Domestic
ERF 16284,283.7,Nov-24,1,Lifeline1
20 PETUNIA ST,110.3,Nov-24,1,Domestic
20 MATHAMBISA RD,299.7,Nov-24,1,Lifeline2
GROSVENOR 237 SAXONSEA,94.4,Nov-24,1,Lifeline1
ERF 1636,324.8,Nov-24,1,Lifeline2
GREENHILL VILLAGE,435.2,Nov-24,1,Domestic
ERF 3448,249.9,Nov-24,1,Lifeline1
17 CHEPSTOW RD,225.3,Nov-24,1,Domestic
GOODWOOD ,363.8,Nov-24,2,Domestic
ERF 7081     MFULENI,181.3,Nov-24,1,Lifeline2
ERF 7400     MFULENI,101.4,Nov-24,1,Lifeline2
ERF 7595     MFULENI,118.2,Nov-24,1,Lifeline2
ERF 7608     MFULENI,195.2,Nov-24,1,Lifeline1
ERF 7704     MFULENI,185.5,Nov-24,1,Lifeline2
149936,139.3,Nov-24,1,Lifeline1
WINSLOW,635.8,Nov-24,3,Lifeline1
FISKAAL 37 ROBINVALE,298.7,Nov-24,1,Lifeline1
ERF 9423     MFULENI,136.4,Nov-24,1,Lifeline1
FIRGROVE,3520.3,Nov-24,2,Small Power 1
WOODLAND,408.3,Nov-24,2,Domestic
FARMFIELD RD,611.9,Nov-24,1,Domestic
FAIRVIEW GOLF ESTAT,585.9,Nov-24,2,Lifeline2
FAIRTREES RETIREMENT VILL     DURBANVILLE,1514.3,Nov-24,4,Home
ERF 7916     MFULENI,238.1,Nov-24,1,Domestic
ERF 9009     MFULENI,186.9,Nov-24,1,Lifeline1
ERF 9010     MFULENI,128,Nov-24,1,Lifeline1
EXTENTION 12,23.4,Nov-24,1,Domestic
ERF 9013     MFULENI,142.6,Nov-24,1,Lifeline2
ERF 9026     MFULENI,94.4,Nov-24,1,Lifeline1
EXT 21     BELHAR,890.1,Nov-24,2,Home
EXT 18     BELHAR,301.6,Nov-24,2,Lifeline1
EXT 18     BELHAR,1179.6,Nov-24,2,Home
EVERSDAL HEIGHTS,393,Nov-24,2,Small Power 2
EVERSDAL EXT.4,514.2,Nov-24,2,Lifeline2
ERF 9191     MFULENI,202.4,Nov-24,1,Lifeline2
EVERSDAL,675,Nov-24,1,Domestic
ERF 9211     MFULENI,88.8,Nov-24,1,Lifeline2
ERF 9322     MFULENI,248.1,Nov-24,1,Lifeline1
ERF 9700     MFULENI,160.5,Nov-24,1,Lifeline2
ERF 9653     MFULENI,128,Nov-24,1,Lifeline1
AND CUBUNGU STR,182.6,Nov-24,1,Lifeline1
SAREL CILLIERS STREET 119     PAROW,110.2,Nov-24,1,Lifeline1
SCHOONGELEGEN,2346.9,Nov-24,6,Home
SAMORA MACHEL,1140.8,Nov-24,2,Domestic
AMANDELRUG,1016.2,Nov-24,2,Lifeline2
RYWOOD WALK,29.4,Nov-24,1,Domestic
ARDLEIGH PARK,228.8,Nov-24,1,Lifeline1
RYAN STREET     PAROW,695.3,Nov-24,3,Lifeline2
RYAN STREET     PAROW,291.8,Nov-24,2,Lifeline1
ASANDA 30897,316.4,Nov-24,1,Lifeline2
AMANDAGLEN     DURBANVILLE,3663.9,Nov-24,6,Home
ASCOT PARK,332.8,Nov-24,1,Domestic
ZEVENZICHT,921.6,Nov-24,2,Domestic
FIRGROVE RURAL,2320,Nov-24,1,Small Power 2
PETREL 38 ROBINVALE,357.2,Nov-24,1,Domestic
NORMANDIE ESTATE,1222.1,Nov-24,4,Lifeline2
ERF 9365     MFULENI,144.7,Nov-24,1,Lifeline1
RACEC HOSTEL,132.1,Nov-24,1,Lifeline1
GOEDE HOOP,628.2,Nov-24,2,Small Power 2
VAN RIEBEECKSHOF,839.7,Nov-24,2,Domestic
HATTON ESTATE,652.5,Nov-24,3,Home
NONKQUBELA ST,189.6,Nov-24,1,Lifeline2
 PAROW,405,Nov-24,1,Home
NOMZANO,178.4,Nov-24,1,Lifeline1
ERF 7112     MFULENI,333.2,Nov-24,1,Lifeline2
PHUMLANI,1307.4,Nov-24,2,Home
9388     MFULENI,127.9,Nov-24,1,Lifeline1
ZWELITSHA,328.9,Nov-24,1,Lifeline2
ERF 162334,299.3,Nov-24,1,Lifeline2
76 MAKHOSI CRESC,224.8,Nov-24,1,Lifeline1
ERF 9057     MFULENI,127.9,Nov-24,1,Lifeline1
RICHMOND,1006.2,Nov-24,1,Small Power 1
FERNANDE 74 SAXONSEA,271,Nov-24,1,Lifeline1
WHISPERING PINES,372.6,Nov-24,1,Small Power 2
WHITE MUSSEL LANE 5,793.7,Nov-24,1,Home
BERGPLAATS 17 SHERWOOD,97.4,Nov-24,1,Domestic
21 TAHOE WAY,231.9,Nov-24,1,Lifeline2
BERZELIA 61 PROTEA PARK,320.4,Nov-24,1,Lifeline2
KOORNHOF ST,849.7,Nov-24,1,Domestic
7512     MFULENI,274,Nov-24,1,Lifeline2
KOMMETJIE RD,1453.4,Nov-24,1,Domestic
ERF 7391     MFULENI,227.6,Nov-24,1,Lifeline2
ERF 7636     MFULENI,292.2,Nov-24,1,Lifeline1
158 DRURY RD,296.4,Nov-24,1,Lifeline1
BACH CLOSE     DURBANVILLE,1019.4,Nov-24,5,Home
SETTLERS PLACE,371.1,Nov-24,1,Lifeline2
BROUNGER RD,286.7,Nov-24,1,Lifeline2
BROWNS FARM,152.7,Nov-24,1,Error
COLLINE WILLIAMS ST,392.2,Nov-24,1,Lifeline2
WILLESTON RD,277.2,Nov-24,2,Home
LAVENDER LANE     DURBANVILLE,568.2,Nov-24,3,Home
BROWNS FARM VILLAGE 3,202.6,Nov-24,1,Lifeline2
NEW CROSS RD,132.1,Nov-24,1,Lifeline1
STRANDVALE,939.8,Nov-24,3,Lifeline2
DE OUDE SPRUIT,2065.8,Nov-24,3,Small Power 2
ERF 9651     MFULENI,607.4,Nov-24,1,Lifeline2
GROUND FLOOR,7934.4,Nov-24,2,Domestic
DESHAMDAN,194.2,Nov-24,1,Home
WILLOW RD,229,Nov-24,1,Lifeline1
RIDGEWORTH,4559.6,Nov-24,3,Small Power 1
ROTTERDAM 19,404.8,Nov-24,1,Lifeline2
BUH-REIN ESTATE,711.9,Nov-24,1,Small Power 2
PAROW GOLF COURSE,329,Nov-24,1,Lifeline2
STUART'S HILL,415.2,Nov-24,1,Small Power 2
MFULENI 732,151.4,Nov-24,1,Lifeline2
141 THIRD AVENUE,1200.1,Nov-24,3,Home
PHASE 5 EXT 6     MFULENI,316.2,Nov-24,1,Lifeline2
BIGNONIA 5 PROTEA PARK,241.5,Nov-24,1,Lifeline1
FRANCKESTRAAT     SILVEROAKS,742.4,Nov-24,2,Domestic
MZAZI RD,263.7,Nov-24,2,Lifeline1
SAN MICHEL,295.2,Nov-24,2,Lifeline1
 SCOTTSVILLE ,607.7,Nov-24,1,Domestic
MURRAY STREET 197     GOODWOOD,366.1,Nov-24,1,Domestic
PAROW SOUTH,321.7,Nov-24,1,Lifeline1
ALPHEN HILL,233.6,Nov-24,1,Home
BELLAIR,4341.5,Nov-24,1,Small Power 1
12 RAVENSCRAIG RD,379,Nov-24,2,Home
FERNANDE 64 SAXONSEA,210,Nov-24,1,Lifeline1
CYBELLE 12,320.4,Nov-24,1,Lifeline2
EIKENBOSCH,1461.5,Nov-24,1,Small Power 2
BASIL FEBRUARY,203.6,Nov-24,1,Lifeline1
BURCHELL RD,306.1,Nov-24,1,Home
23 LUNTU RD,243.2,Nov-24,1,Domestic
KLIPDAM ,162.7,Nov-24,2,Small Power 2
BERBAGO,1095,Nov-24,3,Home
HERMES 37 SAXONSEA,384,Nov-24,1,Domestic
WESTLAKE BUSINESS PARK,655.6,Nov-24,2,Home
LAVENDER HILL,103.5,Nov-24,1,Error
 PHILIPPI ,19,Nov-24,1,Domestic
1A PAVO ST,692.7,Nov-24,1,Home
BLOEMHOF,1012.8,Nov-24,1,Small Power 1
ERF 7790     MFULENI,153.1,Nov-24,1,Lifeline1
AMANDELSIG,1070.2,Nov-24,4,Lifeline2
VERGESIG,1024.2,Nov-24,3,Lifeline2
GREY TOWN,177.5,Nov-24,1,Home
EXT 19     BELLVILLE,254.2,Nov-24,1,Lifeline1
BELLAIR,580.9,Nov-24,3,Lifeline1
SONNENDAL,1573.3,Nov-24,1,Small Power 1
PLUTO RD,102.4,Nov-24,1,Domestic
WYNBERG SOUTH,161.5,Nov-24,1,Lifeline1
HERITAGE PARK,1218.5,Nov-24,2,Small Power 2
 KLIPDAM ,216.3,Nov-24,2,Small Power 2
CAMBRIDGE EST,495.2,Nov-24,1,Home
KLIP CENTRE,108.1,Nov-24,1,Home
KLEIN PANORAMA     PAROW,1903.3,Nov-24,3,Home
RAVENSMEAD ,627.2,Nov-24,2,Domestic
KLEINBRON PARK,950.9,Nov-24,2,Home
THORNTON  ,176.9,Nov-24,1,Small Power 2
ERF 16749,168.7,Nov-24,1,Lifeline2
ERF 9580     MFULENI,282.5,Nov-24,1,Lifeline2
ORCHARD VILLAGE,797.9,Nov-24,1,Home
DEVILS PEAK,792.3,Nov-24,3,Lifeline2
"RAVENSMEAD, OVERDALE",655.4,Nov-24,1,Domestic
65039,394.4,Nov-24,1,Domestic
KLEINBOSCH,978.4,Nov-24,4,Lifeline1
ST CLAIRE C/R 3RD AVE,435.2,Nov-24,1,Domestic
LAKE VIEW,573.5,Nov-24,1,Domestic
BELTHORNE ESTATE,746.8,Nov-24,3,Home
ZIZENI CRES,312,Nov-24,1,Lifeline2
ERF 9492     MFULENI,210.9,Nov-24,1,Lifeline2
TABLE MOUNTAIN,169.9,Nov-24,1,Lifeline1
HARBOUR ISLAND,268.8,Nov-24,1,Domestic
ERF 9424     MFULENI,237.3,Nov-24,1,Lifeline1
ALPHEN,243.2,Nov-24,1,Domestic
60 CHRIS HANI ST,189.9,Nov-24,1,Lifeline2
ROZETTA 12 AVONDALE,320.4,Nov-24,1,Lifeline2
MAITLAND GARDEN VILAGE,814.6,Nov-24,1,Home
BLOUBERGSTRAND,666.2,Nov-24,2,Small Power 2
RUWARI,494.9,Nov-24,2,Lifeline2
MONTREAL 128 SHERWOOD,20.2,Nov-24,1,Domestic
WESTLAKE VILLAGE,419.7,Nov-24,2,Lifeline1
EXT  18     BELHAR,759.4,Nov-24,1,Domestic
HIGHBURY,932.6,Nov-24,1,Small Power 1
METEREN 24 AVONDALE,136.3,Nov-24,1,Lifeline1
ERF 9427     MFULENI,114,Nov-24,1,Lifeline2
STEENBERG ,838.2,Nov-24,2,Home
ERF 16863,168.6,Nov-24,1,Lifeline2
BERG STREET,776.5,Nov-24,3,Small Power 2
VILLAGE 1A,163,Nov-24,2,Lifeline2
KHOLEA ST,181.3,Nov-24,1,Lifeline2
FALSE BAY COASTAL PARK,267.8,Nov-24,1,Lifeline2
141 SILIMELA ST,245.8,Nov-24,1,Lifeline1
ROCKS RD,136.3,Nov-24,1,Lifeline1
HANTAMPARK,1151.9,Nov-24,3,Home
PHILIPPI EAST,47.2,Nov-24,1,Home
ERF 7882     MFULENI,127.9,Nov-24,1,Lifeline1
LO-ARTI VILLAGE,757.1,Nov-24,2,Home
LABIANCEE     BELLVILLE,671.7,Nov-24,1,Home
 WELGELEGEN,885.1,Nov-24,2,Home
GREENFIELD CIRCLE,345.6,Nov-24,1,Domestic
MFULENI     ERF 9181,109.7,Nov-24,1,Lifeline2
RUSTHOFF,50.1,Nov-24,1,Home
ERF 7885     MFULENI,278.2,Nov-24,1,Lifeline2
CHEPSTONE RD,190.8,Nov-24,1,Domestic
PRICKIA MGENE ST,253.1,Nov-24,1,Lifeline2
UNIT 1,218.3,Nov-24,3,Lifeline1
GRASSYPARK,442.9,Nov-24,2,Home
DOOR DE KRAAL     BELLVILLE,873.8,Nov-24,2,Home
PHASE 2B,188.9,Nov-24,1,Lifeline1
KAYMOR,2126.8,Nov-24,1,Domestic
MABILLE PARK,461.9,Nov-24,2,Lifeline1
ELIM,1486.8,Nov-24,1,Small Power 1
PANORAMA,6596.8,Nov-24,2,Small Power 1
PRINCE RUPERT 9 SAXONSEA,257.3,Nov-24,1,Domestic
BOLAND ROAD     DURBANVILLE,728.3,Nov-24,2,Home
SILVERGLADES,2023.6,Nov-24,6,Home
49 FOURTH AVENUE,108.1,Nov-24,1,Home
SILVERGLADE,1087.5,Nov-24,3,Lifeline2
ERF 7599     MFULENI,243.3,Nov-24,1,Domestic
10 MARTIN RD,294.8,Nov-24,1,Domestic
DOROTHY ZIHLANGU,181.3,Nov-24,1,Lifeline2
LYSTER 11 ROBINVALE,332.8,Nov-24,1,Domestic
ERF 7600     MFULENI,160.2,Nov-24,1,Lifeline2
KALK BAY,767.2,Nov-24,2,Lifeline2
AMANDELSIG,809.6,Nov-24,4,Lifeline1
C/O WEIMAR AND 2ND AVENUE     PAROW,581.9,Nov-24,1,Home
LLANDUDNO,863.4,Nov-24,1,Small Power 2
KALAMUNDA,1817.1,Nov-24,6,Home
KABONKEL RD,179.4,Nov-24,2,Lifeline1
KAAPZICHT,4312.3,Nov-24,1,Small Power 1
5 JOHNSTON RD,106.6,Nov-24,1,Home
THORN LANE,55.1,Nov-24,1,Lifeline2
STELLENDAL,384,Nov-24,1,Domestic
33 DE WAAL RD,234.3,Nov-24,1,Domestic
ERF 7710     MFULENI,165.8,Nov-24,1,Lifeline1
DUNROBIN,598.8,Nov-24,1,Home
ERF 9660     MFULENI,421.8,Nov-24,1,Lifeline2
BONAVENTURA 68,234,Nov-24,1,Lifeline2
BANTRY BAY,1406.2,Nov-24,3,Small Power 2
ERF 9204     MFULENI,160.3,Nov-24,1,Lifeline2
ZWELITSHA DR,195.3,Nov-24,1,Lifeline1
ERF 7792     MFULENI,170,Nov-24,1,Lifeline1
CBD,297.1,Nov-24,1,Domestic
5 MAGWAZA CLOSE,62,Nov-24,1,Domestic
OBSEVATORY,382,Nov-24,2,Small Power 2
ERF 9212     MFULENI,51.2,Nov-24,1,Domestic
VREDEKLOOF EAST,686.8,Nov-24,3,Lifeline2
SOUTH PENINSULA,44,Nov-24,1,Domestic
HAASENDAL,1424.5,Nov-24,3,Lifeline1
TAXI SITE,229.8,Nov-24,2,Lifeline1
MOLENVLIET RD,311.2,Nov-24,1,Domestic
(LTA) HOSTEL,139.1,Nov-24,1,Lifeline2
JACONA 70 ROBINVALE,320.4,Nov-24,1,Lifeline2
VALMARY PARK EAST     DURBANVILLE,3532.8,Nov-24,1,Home
JACARANDAS,934.4,Nov-24,3,Domestic
UNIT 5,104.8,Nov-24,1,Lifeline1
BECOTT ROAD,163.3,Nov-24,1,Lifeline1
FERNWOOD ESTATE,1938.7,Nov-24,1,Small Power 1
ERF 9215     MFULENI,145.5,Nov-24,1,Lifeline2
3 OLIVER RD,363.6,Nov-24,1,Domestic
ERF 4253,236.3,Nov-24,1,Home
BAVIAANSKLOOF,303.2,Nov-24,1,Home
SHIRLEY PARK     BELLVILLE,2300.2,Nov-24,6,Home
STERLITZIA 14 PROTEA PARK,189.9,Nov-24,1,Lifeline2
TWIN PALMS,704.2,Nov-24,4,Lifeline1
LOUCHAMANTE,135.2,Nov-24,1,Home
GORDONS BAY EXT 12,1464.6,Nov-24,1,Small Power 2
SILLERY,609.2,Nov-24,1,Small Power 2
DELLVILLE 4 SHERWOOD,115.3,Nov-24,1,Lifeline1
VREDENBERG - BELLVILE,685,Nov-24,1,Small Power 2
60 MAKHOSI CRESC,106.9,Nov-24,1,Lifeline1
RARABE ST,280.5,Nov-24,2,Lifeline1
BOTTLEBRUSH 19 PROTEAPARK,119.5,Nov-24,1,Lifeline1
PROTEA PARK ,240.3,Nov-24,1,Lifeline2
ERF 52063,204.8,Nov-24,1,Domestic
GARLANDDALE,34,Nov-24,1,Home
ERF 6171     BELLVILLE,460.6,Nov-24,1,Home
IBIS 5 ROBINVALE,391.7,Nov-24,1,Domestic
AMANDA GLEN,110.6,Nov-24,1,Small Power 2
PROTEA PARK - GORDON'S BA,383.7,Nov-24,1,Lifeline2
HYDE PARK,352.1,Nov-24,2,Lifeline1
3 DAHLIA ST,87.3,Nov-24,1,Domestic
DYAMALA ST,191,Nov-24,1,Lifeline1
ZWELIBANZI MYANDA,379,Nov-24,1,Domestic
PENELOPE 40 AVONDALE,122.3,Nov-24,1,Lifeline2
ERF 7798     MFULENI,253,Nov-24,1,Lifeline2
RUMBLY COTTAGE,644.4,Nov-24,1,Home
BELMONTPARK,240.2,Nov-24,2,Lifeline1
EASTRIDGE ,138.4,Nov-24,1,Lifeline1
PARKDENE STREET     RAVENSMEAD,55.1,Nov-24,1,Lifeline2
EASTRIDGE ,265.6,Nov-24,1,Lifeline2
PARK RD,501.9,Nov-24,1,Lifeline2
LANGENHOVEN STREET,1428.8,Nov-24,1,Home
HOSTEL 2 PHASE 2,76.1,Nov-24,1,Lifeline2
VUKUZENZELE,390.2,Nov-24,2,Lifeline1
SIGNAL HILL / LIONSHEAD,31.6,Nov-24,1,Small Power 2
LEKOTA AVE MANDELA PK,307.2,Nov-24,1,Domestic
LEGATO RETIREMENT CENTRE     DURBANVILLE,2356,Nov-24,7,Home
81 MONTCLAIR DRIVE,242.7,Nov-24,1,Domestic
LONGLANDS,1466.2,Nov-24,1,Small Power 2
HOOP 92 SAXONSEA,90.1,Nov-24,1,Lifeline1
ERF 7055     MFULENI,313.3,Nov-24,1,Lifeline1
ST IRENE RD,172.7,Nov-24,1,Lifeline2
ERF 9667     MFULENI,265.8,Nov-24,1,Lifeline2
HOOP 142 SAXONSEA,84.5,Nov-24,1,Lifeline2
AMANDA GLEN,1196.7,Nov-24,4,Lifeline2
WALMER EST,670,Nov-24,3,Home
PEARL MAN 79 AVONDALE,165.8,Nov-24,1,Lifeline1
ERF 9665     MFULENI,133.3,Nov-24,1,Domestic
WATERBURY ST,266.5,Nov-24,1,Domestic
